Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
709152979,mouse,NCBI:txid10090,394060,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,93,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
709772749,mouse,NCBI:txid10090,395379,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AVPV;MPO;LPO;PS;OV;AVP;MEPO;ADP;VLPO;MPN;PVpo;VMPO;PD,cells,75,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYa2
709772846,mouse,NCBI:txid10090,395379,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AVPV;MPO;LPO;PS;OV;AVP;MEPO;ADP;VLPO;MPN;PVpo;VMPO;PD,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYa2
709773415,mouse,NCBI:txid10090,395379,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AVPV;MPO;LPO;PS;OV;AVP;MEPO;ADP;VLPO;MPN;PVpo;VMPO;PD,cells,144,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYa2
709774604,mouse,NCBI:txid10090,395379,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AVPV;MPO;LPO;PS;OV;AVP;MEPO;ADP;VLPO;MPN;PVpo;VMPO;PD,cells,128,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYa2
709775746,mouse,NCBI:txid10090,707486183,Slc17a6-IRES-Cre;Ai14-395379,transcriptomics,SMART-seq v4,LPO;MPO;AHN;MPN;PVpo;SCH;SO;SBPV;PVa ;PVH;ZI;RCH;LHA;PeF;ASO;SFO,Cells,112,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,,,2019Q2,Need to correct structures,,HYa1
709775895,mouse,NCBI:txid10090,707486183,Slc17a6-IRES-Cre;Ai14-395379,transcriptomics,SMART-seq v4,LPO;MPO;AHN;MPN;PVpo;SCH;SO;SBPV;PVa ;PVH;ZI;RCH;LHA;PeF;ASO;SFO,Cells,128,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,,,2019Q2,Need to correct structures,,HYa1
709776848,mouse,NCBI:txid10090,707486183,Slc17a6-IRES-Cre;Ai14-395379,transcriptomics,SMART-seq v4,LPO;MPO;AHN;MPN;PVpo;SCH;SO;SBPV;PVa ;PVH;ZI;RCH;LHA;PeF;ASO;SFO,Cells,128,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,,,2019Q2,Need to correct structures,,HYa1
709777777,mouse,NCBI:txid10090,707486183,Slc17a6-IRES-Cre;Ai14-395379,transcriptomics,SMART-seq v4,LPO;MPO;AHN;MPN;PVpo;SCH;SO;SBPV;PVa ;PVH;ZI;RCH;LHA;PeF;ASO;SFO,Cells,128,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,,,2019Q2,Need to correct structures,,HYa1
710336094,mouse,NCBI:txid10090,395381,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710336384,mouse,NCBI:txid10090,395381,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,57,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710336502,mouse,NCBI:txid10090,395381,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710337000,mouse,NCBI:txid10090,395381,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,29,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710341147,mouse,NCBI:txid10090,395381,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,18,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710341157,mouse,NCBI:txid10090,395381,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710341358,mouse,NCBI:txid10090,395381,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,18,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710783588,mouse,NCBI:txid10090,395380,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
710783613,mouse,NCBI:txid10090,395380,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,104,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
710783632,mouse,NCBI:txid10090,395380,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
710784052,mouse,NCBI:txid10090,395380,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,46,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
710784130,mouse,NCBI:txid10090,395380,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
710784132,mouse,NCBI:txid10090,395380,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,12,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
710892299,mouse,NCBI:txid10090,395383,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710894835,mouse,NCBI:txid10090,395383,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710894847,mouse,NCBI:txid10090,395383,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,102,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710895247,mouse,NCBI:txid10090,395383,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,98,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710895518,mouse,NCBI:txid10090,395383,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
710895679,mouse,NCBI:txid10090,395383,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713385259,mouse,NCBI:txid10090,395394,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,68,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713385299,mouse,NCBI:txid10090,395394,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,84,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713386223,mouse,NCBI:txid10090,395394,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713387033,mouse,NCBI:txid10090,395394,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713388437,mouse,NCBI:txid10090,395394,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713388527,mouse,NCBI:txid10090,395394,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713388954,mouse,NCBI:txid10090,395394,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713407175,mouse,NCBI:txid10090,396636,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,144,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713407515,mouse,NCBI:txid10090,396636,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,144,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713407885,mouse,NCBI:txid10090,396636,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,144,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713408708,mouse,NCBI:txid10090,396636,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,144,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713442258,mouse,NCBI:txid10090,396638,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713442705,mouse,NCBI:txid10090,396638,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713443102,mouse,NCBI:txid10090,396638,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713443503,mouse,NCBI:txid10090,396638,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713444360,mouse,NCBI:txid10090,396638,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
713444460,mouse,NCBI:txid10090,396638,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
715110139,mouse,NCBI:txid10090,397803,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
715110147,mouse,NCBI:txid10090,397803,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,29,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
715110215,mouse,NCBI:txid10090,397803,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
715110302,mouse,NCBI:txid10090,397803,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
715110327,mouse,NCBI:txid10090,397803,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716492143,mouse,NCBI:txid10090,397800,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,74,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716492154,mouse,NCBI:txid10090,397800,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,37,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716492175,mouse,NCBI:txid10090,397800,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716521966,mouse,NCBI:txid10090,397800,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716528751,mouse,NCBI:txid10090,397800,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,43,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716528895,mouse,NCBI:txid10090,397800,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,58,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716529171,mouse,NCBI:txid10090,397800,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,22,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716532912,mouse,NCBI:txid10090,397797,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716533244,mouse,NCBI:txid10090,397797,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,20,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716533705,mouse,NCBI:txid10090,397797,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,180,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716538146,mouse,NCBI:txid10090,397797,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,376,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
716539263,mouse,NCBI:txid10090,397797,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,512,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
717238471,mouse,NCBI:txid10090,397801,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
717238683,mouse,NCBI:txid10090,397801,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
717245257,mouse,NCBI:txid10090,397801,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,200,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
717249479,mouse,NCBI:txid10090,397801,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,402,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
717249578,mouse,NCBI:txid10090,397801,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
718644522,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre;Ai14-399279,,transcriptomics,SMART-seq v4,CA,cells,160,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,Mouse HIP - CA Posterior,2019Q1,Corrected structures/projects,,CA
