Sample ID,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,Modality (CV),Method (CV),Technique (CV),Anatomical Structure (CV),Total Processed Cells,Organization (CV),Lab,Investigator,Grant Number (CV),R24 Name (CV),R24 Directory,Comments
589079994,mouse,NCBI:txid10090,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,7,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
589092110,mouse,NCBI:txid10090,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,1,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
589115091,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,7,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
589115956,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
589116539,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
589116943,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,1,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
589710553,mouse,NCBI:txid10090,Nr5a1-Cre/wt;Ai110(RCL-FnGF-nT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,64,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
589710557,mouse,NCBI:txid10090,Nr5a1-Cre/wt;Ai110(RCL-FnGF-nT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,41,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591018893,mouse,NCBI:txid10090,Penk-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,32,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591018922,mouse,NCBI:txid10090,Penk-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,32,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591241018,mouse,NCBI:txid10090,Penk-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,15,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591242371,mouse,NCBI:txid10090,Penk-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591243489,mouse,NCBI:txid10090,Penk-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591243661,mouse,NCBI:txid10090,Penk-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591250850,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591251169,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,67,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591437428,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591438745,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,27,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591441988,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,85,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
591450438,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
592364774,mouse,NCBI:txid10090,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,18,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
592365820,mouse,NCBI:txid10090,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,22,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
592366503,mouse,NCBI:txid10090,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,17,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
592367190,mouse,NCBI:txid10090,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,26,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
592414467,mouse,NCBI:txid10090,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,10,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
592414542,mouse,NCBI:txid10090,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,13,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
592414568,mouse,NCBI:txid10090,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,39,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
593321045,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,41,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
593321094,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,68,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
593437319,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,15,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
593437372,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,15,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
594588475,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,7,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
594588784,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6b,17,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
595424723,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,29,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
595425242,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6b,3,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
595732628,mouse,NCBI:txid10090,Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
596053031,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
596053202,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
596058597,mouse,NCBI:txid10090,Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,3,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
596097050,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
596098162,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
598559133,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,64,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
598560955,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,64,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
599160860,mouse,NCBI:txid10090,wt/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,92,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
599169325,mouse,NCBI:txid10090,wt/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,91,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
599642246,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3;MOp5,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
599642571,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3;MOp5,80,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601712948,mouse,NCBI:txid10090,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601712950,mouse,NCBI:txid10090,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601810413,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1,13,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601810419,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601810461,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601810464,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601810469,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601874414,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1,13,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601874438,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601874464,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601874478,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
601874489,mouse,NCBI:txid10090,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
602422938,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6b,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
602424404,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6b,20,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
603186013,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6b,88,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
603186016,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6b,44,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
603224957,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6b,26,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
603224967,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6b,29,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
616616196,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6b,3,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
616616793,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6b,39,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
616687615,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6b,8,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
616691281,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6b,48,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
642227517,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6b,15,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
642227543,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6b,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644235105,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp2/3,198,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644235736,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6,187,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644236039,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6b,80,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644236144,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1,42,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644236309,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp5,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644475241,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp2/3,237,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644475417,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6b,80,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644475983,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp5,307,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644476847,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6,256,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644965267,mouse,NCBI:txid10090,Chrnb3-Cre_SM93/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1,1,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644966468,mouse,NCBI:txid10090,Chrnb3-Cre_SM93/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp2/3,231,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644966719,mouse,NCBI:txid10090,Chrnb3-Cre_SM93/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6b,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644967161,mouse,NCBI:txid10090,Chrnb3-Cre_SM93/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp5,288,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
644967295,mouse,NCBI:txid10090,Chrnb3-Cre_SM93/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6,256,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
645353518,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1,34,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
645353971,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp5,256,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
645355125,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6,228,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
645355803,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1,22,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
645355897,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp2/3,192,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
645356831,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6b,84,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
645910179,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1;MOp2/3;MOp5;MOp6,360,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
645912187,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1;MOp2/3;MOp5;MOp6,328,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
646081870,mouse,NCBI:txid10090,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1;MOp2/3;MOp5;MOp6,360,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
646082534,mouse,NCBI:txid10090,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1;MOp2/3;MOp5;MOp6,360,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
646967120,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1,50,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
646967133,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp1,36,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
646967135,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp2/3,194,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
646967155,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp5,250,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
646967251,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,snRNA-seq,SMART-seq,MOp6,249,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
