Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),R24 Name (CV),R24 link,Metadata Submission,Data Collection (CV),Project (CV)
551435452,mouse,NCBI:txid10090,274891,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3,Cells,18,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552260136,mouse,NCBI:txid10090,274791,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LP,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2020Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
552260142,mouse,NCBI:txid10090,274791,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGv,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2020Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
552260232,mouse,NCBI:txid10090,274791,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LP,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2020Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
552260234,mouse,NCBI:txid10090,275284,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552260236,mouse,NCBI:txid10090,274791,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGv,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2020Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
552260499,mouse,NCBI:txid10090,275284,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5-L6,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552260673,mouse,NCBI:txid10090,275284,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552260760,mouse,NCBI:txid10090,275284,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5-L6,Cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552541449,mouse,NCBI:txid10090,274988,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L6,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552541453,mouse,NCBI:txid10090,274988,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L6,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552765817,mouse,NCBI:txid10090,277470,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3,Cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552765824,mouse,NCBI:txid10090,277470,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4,Cells,67,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552765851,mouse,NCBI:txid10090,277470,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5,Cells,36,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
552765883,mouse,NCBI:txid10090,277470,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553506223,mouse,NCBI:txid10090,274789,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LP,Cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2020Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
553506230,mouse,NCBI:txid10090,274789,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGv,Cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2020Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
553506252,mouse,NCBI:txid10090,274789,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGv,Cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2020Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
553506264,mouse,NCBI:txid10090,274789,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LP,Cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2020Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
553511437,mouse,NCBI:txid10090,276608,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553511518,mouse,NCBI:txid10090,276608,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553514555,mouse,NCBI:txid10090,277994,Htr3a-Cre_NO152/wt;Pvalb-T2A-Dre/wt;Ai66(RCRL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553514598,mouse,NCBI:txid10090,276868,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L6,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553514689,mouse,NCBI:txid10090,276868,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L6,Cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553514865,mouse,NCBI:txid10090,277994,Htr3a-Cre_NO152/wt;Pvalb-T2A-Dre/wt;Ai66(RCRL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5-L6,Cells,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553516222,mouse,NCBI:txid10090,277994,Htr3a-Cre_NO152/wt;Pvalb-T2A-Dre/wt;Ai66(RCRL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4,Cells,12,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553516335,mouse,NCBI:txid10090,277994,Htr3a-Cre_NO152/wt;Pvalb-T2A-Dre/wt;Ai66(RCRL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5-L6,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553517778,mouse,NCBI:txid10090,276830,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553517840,mouse,NCBI:txid10090,276830,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553809993,mouse,NCBI:txid10090,276828,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1,Cells,37,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
553811114,mouse,NCBI:txid10090,276828,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554013883,mouse,NCBI:txid10090,277631,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554023229,mouse,NCBI:txid10090,277630,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554036108,mouse,NCBI:txid10090,277143,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5,Cells,18,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554036151,mouse,NCBI:txid10090,277143,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L6,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554036159,mouse,NCBI:txid10090,277143,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L2-3,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554036171,mouse,NCBI:txid10090,277143,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5,Cells,46,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554036173,mouse,NCBI:txid10090,277143,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L6,Cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554036176,mouse,NCBI:txid10090,277143,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L2-3,Cells,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554281024,mouse,NCBI:txid10090,277629,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554443638,mouse,NCBI:txid10090,281348,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554725166,mouse,NCBI:txid10090,278160,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5-L6,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554725198,mouse,NCBI:txid10090,278160,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5-L6,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554756697,mouse,NCBI:txid10090,278760,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554773589,mouse,NCBI:txid10090,278251,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554774457,mouse,NCBI:txid10090,278251,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554775608,mouse,NCBI:txid10090,278251,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3,Cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
554776158,mouse,NCBI:txid10090,278251,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5,Cells,29,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
555824791,mouse,NCBI:txid10090,278759,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
555856133,mouse,NCBI:txid10090,278624,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5-L6,Cells,17,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
555856299,mouse,NCBI:txid10090,278624,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5-L6,Cells,38,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556353906,mouse,NCBI:txid10090,278729,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556353956,mouse,NCBI:txid10090,278729,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5-L6,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556354101,mouse,NCBI:txid10090,278729,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556685292,mouse,NCBI:txid10090,278730,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3,Cells,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556685295,mouse,NCBI:txid10090,278730,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5-L6,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556685527,mouse,NCBI:txid10090,278730,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5-L6,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556686467,mouse,NCBI:txid10090,278730,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556910648,mouse,NCBI:txid10090,280325,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556910653,mouse,NCBI:txid10090,280325,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5,Cells,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556912841,mouse,NCBI:txid10090,280325,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3,Cells,25,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556914373,mouse,NCBI:txid10090,280325,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556914401,mouse,NCBI:txid10090,280325,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5,Cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
556914404,mouse,NCBI:txid10090,280325,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
557232466,mouse,NCBI:txid10090,280708,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4-L5-L6,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
557262139,mouse,NCBI:txid10090,280709,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4-L5-L6,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
557668062,mouse,NCBI:txid10090,280711,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4-L5-L6,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
557670591,mouse,NCBI:txid10090,280712,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4-L5-L6,Cells,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
557850515,mouse,NCBI:txid10090,280713,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4-L5-L6,Cells,45,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
