sample_id,sample_type,donor_id,legacy_id,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,experiment_id,sample_id,modality,method,technique,modality.method.technique,Anatomical Structure (CV),Total Processed Cells,Organization (CV),organization,team_name,investigator,grant_number,data_archive,Public R24 directory,Public R24 file path,file_location,Desired ID,,BIL legacy.ID,legacy_id,legacy_modality,legacy_method,legacy_technique,Release,,,,,,,
aba:cell_prep_samples:528386878,dissection,aba:donors:527584302,528386878,mouse,NCBI:txid10090,,biccn:experiments:770,aba:cell_prep_samples:528386878,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,38,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528386878,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528387059,dissection,aba:donors:527584302,528387059,mouse,NCBI:txid10090,,biccn:experiments:771,aba:cell_prep_samples:528387059,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,42,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528387059,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528387091,dissection,aba:donors:527584302,528387091,mouse,NCBI:txid10090,,biccn:experiments:772,aba:cell_prep_samples:528387091,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,44,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528387091,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528387135,dissection,aba:donors:527584302,528387135,mouse,NCBI:txid10090,,biccn:experiments:773,aba:cell_prep_samples:528387135,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,54,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528387135,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528387181,dissection,aba:donors:527584302,528387181,mouse,NCBI:txid10090,,biccn:experiments:774,aba:cell_prep_samples:528387181,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,46,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528387181,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528387218,dissection,aba:donors:527584302,528387218,mouse,NCBI:txid10090,,biccn:experiments:775,aba:cell_prep_samples:528387218,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,1,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528387218,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528797088,dissection,aba:donors:528415944,528797088,mouse,NCBI:txid10090,,biccn:experiments:776,aba:cell_prep_samples:528797088,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,23,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528797088,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528797130,dissection,aba:donors:528415944,528797130,mouse,NCBI:txid10090,,biccn:experiments:777,aba:cell_prep_samples:528797130,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,9,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528797130,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528809251,dissection,aba:donors:528697700,528809251,mouse,NCBI:txid10090,,biccn:experiments:778,aba:cell_prep_samples:528809251,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,24,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528809251,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528809294,dissection,aba:donors:528697700,528809294,mouse,NCBI:txid10090,,biccn:experiments:779,aba:cell_prep_samples:528809294,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528809294,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528809471,dissection,aba:donors:528697700,528809471,mouse,NCBI:txid10090,,biccn:experiments:780,aba:cell_prep_samples:528809471,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,5,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528809471,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528809497,dissection,aba:donors:528697700,528809497,mouse,NCBI:txid10090,,biccn:experiments:781,aba:cell_prep_samples:528809497,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528809497,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528809617,dissection,aba:donors:528697700,528809617,mouse,NCBI:txid10090,,biccn:experiments:782,aba:cell_prep_samples:528809617,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,1,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528809617,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528809667,dissection,aba:donors:528697700,528809667,mouse,NCBI:txid10090,,biccn:experiments:783,aba:cell_prep_samples:528809667,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,7,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528809667,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528994838,dissection,aba:donors:528602645,528994838,mouse,NCBI:txid10090,,biccn:experiments:784,aba:cell_prep_samples:528994838,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,4,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528994838,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528994840,dissection,aba:donors:528602645,528994840,mouse,NCBI:txid10090,,biccn:experiments:785,aba:cell_prep_samples:528994840,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,11,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528994840,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528994845,dissection,aba:donors:528602645,528994845,mouse,NCBI:txid10090,,biccn:experiments:786,aba:cell_prep_samples:528994845,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,20,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528994845,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528994850,dissection,aba:donors:528602645,528994850,mouse,NCBI:txid10090,,biccn:experiments:787,aba:cell_prep_samples:528994850,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,1,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528994850,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528994853,dissection,aba:donors:528602645,528994853,mouse,NCBI:txid10090,,biccn:experiments:788,aba:cell_prep_samples:528994853,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,6,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528994853,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528994919,dissection,aba:donors:528602645,528994919,mouse,NCBI:txid10090,,biccn:experiments:789,aba:cell_prep_samples:528994919,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,11,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528994919,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528995749,dissection,aba:donors:528415940,528995749,mouse,NCBI:txid10090,,biccn:experiments:790,aba:cell_prep_samples:528995749,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,11,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528995749,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:528995766,dissection,aba:donors:528415940,528995766,mouse,NCBI:txid10090,,biccn:experiments:791,aba:cell_prep_samples:528995766,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,5,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,528995766,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529189270,dissection,aba:donors:528415952,529189270,mouse,NCBI:txid10090,,biccn:experiments:792,aba:cell_prep_samples:529189270,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,8,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529189270,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529189274,dissection,aba:donors:528415952,529189274,mouse,NCBI:txid10090,,biccn:experiments:793,aba:cell_prep_samples:529189274,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,5,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529189274,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529499950,dissection,aba:donors:528415956,529499950,mouse,NCBI:txid10090,,biccn:experiments:794,aba:cell_prep_samples:529499950,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529499950,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529500053,dissection,aba:donors:528415956,529500053,mouse,NCBI:txid10090,,biccn:experiments:795,aba:cell_prep_samples:529500053,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529500053,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529500355,dissection,aba:donors:528415956,529500355,mouse,NCBI:txid10090,,biccn:experiments:796,aba:cell_prep_samples:529500355,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,1,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529500355,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529806296,dissection,aba:donors:528415960,529806296,mouse,NCBI:txid10090,,biccn:experiments:797,aba:cell_prep_samples:529806296,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,8,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529806296,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529806325,dissection,aba:donors:528415960,529806325,mouse,NCBI:txid10090,,biccn:experiments:798,aba:cell_prep_samples:529806325,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,5,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529806325,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529812350,dissection,aba:donors:529395716,529812350,mouse,NCBI:txid10090,,biccn:experiments:799,aba:cell_prep_samples:529812350,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,26,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529812350,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:529812522,dissection,aba:donors:529395716,529812522,mouse,NCBI:txid10090,,biccn:experiments:800,aba:cell_prep_samples:529812522,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,10,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,529812522,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530210208,dissection,aba:donors:529395724,530210208,mouse,NCBI:txid10090,,biccn:experiments:801,aba:cell_prep_samples:530210208,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,6,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530210208,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530210234,dissection,aba:donors:529395724,530210234,mouse,NCBI:txid10090,,biccn:experiments:802,aba:cell_prep_samples:530210234,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530210234,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530358205,dissection,aba:donors:530180824,530358205,mouse,NCBI:txid10090,,biccn:experiments:803,aba:cell_prep_samples:530358205,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,31,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530358205,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530358207,dissection,aba:donors:530180824,530358207,mouse,NCBI:txid10090,,biccn:experiments:804,aba:cell_prep_samples:530358207,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,5,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530358207,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530358216,dissection,aba:donors:530180824,530358216,mouse,NCBI:txid10090,,biccn:experiments:805,aba:cell_prep_samples:530358216,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,4,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530358216,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530738968,dissection,aba:donors:530538418,530738968,mouse,NCBI:txid10090,,biccn:experiments:806,aba:cell_prep_samples:530738968,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530738968,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530738973,dissection,aba:donors:530538418,530738973,mouse,NCBI:txid10090,,biccn:experiments:807,aba:cell_prep_samples:530738973,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,6,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530738973,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530738975,dissection,aba:donors:530538418,530738975,mouse,NCBI:txid10090,,biccn:experiments:808,aba:cell_prep_samples:530738975,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,1,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530738975,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530739006,dissection,aba:donors:530538418,530739006,mouse,NCBI:txid10090,,biccn:experiments:809,aba:cell_prep_samples:530739006,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530739006,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530739027,dissection,aba:donors:530538418,530739027,mouse,NCBI:txid10090,,biccn:experiments:810,aba:cell_prep_samples:530739027,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530739027,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530930114,dissection,aba:donors:529395720,530930114,mouse,NCBI:txid10090,,biccn:experiments:811,aba:cell_prep_samples:530930114,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,44,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530930114,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:530930179,dissection,aba:donors:529395720,530930179,mouse,NCBI:txid10090,,biccn:experiments:812,aba:cell_prep_samples:530930179,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,55,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,530930179,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531003104,dissection,aba:donors:530344063,531003104,mouse,NCBI:txid10090,,biccn:experiments:813,aba:cell_prep_samples:531003104,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,56,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531003104,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531003117,dissection,aba:donors:530344063,531003117,mouse,NCBI:txid10090,,biccn:experiments:814,aba:cell_prep_samples:531003117,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,56,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531003117,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531003221,dissection,aba:donors:530344063,531003221,mouse,NCBI:txid10090,,biccn:experiments:815,aba:cell_prep_samples:531003221,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,56,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531003221,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531006717,dissection,aba:donors:530543735,531006717,mouse,NCBI:txid10090,,biccn:experiments:816,aba:cell_prep_samples:531006717,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531006717,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531006773,dissection,aba:donors:530543735,531006773,mouse,NCBI:txid10090,,biccn:experiments:817,aba:cell_prep_samples:531006773,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531006773,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531007185,dissection,aba:donors:530543565,531007185,mouse,NCBI:txid10090,,biccn:experiments:818,aba:cell_prep_samples:531007185,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,38,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531007185,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531007205,dissection,aba:donors:530543565,531007205,mouse,NCBI:txid10090,,biccn:experiments:819,aba:cell_prep_samples:531007205,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,21,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531007205,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531007212,dissection,aba:donors:530543565,531007212,mouse,NCBI:txid10090,,biccn:experiments:820,aba:cell_prep_samples:531007212,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,22,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531007212,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531007264,dissection,aba:donors:530543565,531007264,mouse,NCBI:txid10090,,biccn:experiments:821,aba:cell_prep_samples:531007264,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,30,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531007264,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531127205,dissection,aba:donors:530543739,531127205,mouse,NCBI:txid10090,,biccn:experiments:822,aba:cell_prep_samples:531127205,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531127205,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531127299,dissection,aba:donors:530543739,531127299,mouse,NCBI:txid10090,,biccn:experiments:823,aba:cell_prep_samples:531127299,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,9,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531127299,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531127337,dissection,aba:donors:530543739,531127337,mouse,NCBI:txid10090,,biccn:experiments:824,aba:cell_prep_samples:531127337,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531127337,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531127351,dissection,aba:donors:530543739,531127351,mouse,NCBI:txid10090,,biccn:experiments:825,aba:cell_prep_samples:531127351,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,8,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531127351,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531511431,dissection,aba:donors:530543743,531511431,mouse,NCBI:txid10090,,biccn:experiments:826,aba:cell_prep_samples:531511431,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531511431,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531511449,dissection,aba:donors:530543743,531511449,mouse,NCBI:txid10090,,biccn:experiments:827,aba:cell_prep_samples:531511449,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531511449,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:531511720,dissection,aba:donors:530543743,531511720,mouse,NCBI:txid10090,,biccn:experiments:828,aba:cell_prep_samples:531511720,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,531511720,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:534107273,dissection,aba:donors:531383162,534107273,mouse,NCBI:txid10090,,biccn:experiments:829,aba:cell_prep_samples:534107273,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,48,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,534107273,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:534108500,dissection,aba:donors:531383162,534108500,mouse,NCBI:txid10090,,biccn:experiments:830,aba:cell_prep_samples:534108500,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,56,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,534108500,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:534109774,dissection,aba:donors:531383162,534109774,mouse,NCBI:txid10090,,biccn:experiments:831,aba:cell_prep_samples:534109774,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,22,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,534109774,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:534500401,dissection,aba:donors:531383084,534500401,mouse,NCBI:txid10090,,biccn:experiments:832,aba:cell_prep_samples:534500401,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,6,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,534500401,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:534502683,dissection,aba:donors:531383084,534502683,mouse,NCBI:txid10090,,biccn:experiments:833,aba:cell_prep_samples:534502683,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,9,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,534502683,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:534502698,dissection,aba:donors:531383084,534502698,mouse,NCBI:txid10090,,biccn:experiments:834,aba:cell_prep_samples:534502698,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,534502698,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
