AIBS_713431791,mouse,NCBI:txid10090,396568,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_716520769,mouse,NCBI:txid10090,398595,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"RSPv Retrosplenial area, ventral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_716522292,mouse,NCBI:txid10090,398597,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_735109537,mouse,NCBI:txid10090,405702,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"RSPagl Retrosplenial area, lateral agranular part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_697022868,mouse,NCBI:txid10090,388976,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_697113934,mouse,NCBI:txid10090,388978,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"ACAd Anterior cingulate area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_685147768,mouse,NCBI:txid10090,384558,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,SSs Supplemental somatosensory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_685615231,mouse,NCBI:txid10090,384559,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_657860174,mouse,NCBI:txid10090,368445,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"SSp-ul Primary somatosensory area, upper limb",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_657860192,mouse,NCBI:txid10090,368446,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_659121957,mouse,NCBI:txid10090,369275,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,SSs Supplemental somatosensory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_671544731,mouse,NCBI:txid10090,379335,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,MOs Secondary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_653195634,mouse,NCBI:txid10090,360963,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,MOs Secondary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_653195702,mouse,NCBI:txid10090,360967,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"SSp-ul Primary somatosensory area, upper limb",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_769758842,mouse,NCBI:txid10090,422276,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,VISpm posteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539057474/,,,,,,,,,,,,
AIBS_769758850,mouse,NCBI:txid10090,422280,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,VISpm posteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539062041/,,,,,,,,,,,,
AIBS_783267057,mouse,NCBI:txid10090,425074,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,VISal Anterolateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539060398/,,,,,,,,,,,,
AIBS_783267070,mouse,NCBI:txid10090,425076,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,VISal Anterolateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539060396/,,,,,,,,,,,,
AIBS_538880588,mouse,NCBI:txid10090,,Rorb-IRES2-Cre,population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_764379239,mouse,NCBI:txid10090,419247,Rorb-IRES2-Cre/wt,connectivity,retrograde transsynaptic tracing,"SCs Superior colliculus, sensory related",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_716519297,mouse,NCBI:txid10090,397750,Scnn1a-Tg2-Cre/wt,connectivity,retrograde transsynaptic tracing,LGd Dorsal part of the lateral geniculate complex,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_716822433,mouse,NCBI:txid10090,397749,Scnn1a-Tg2-Cre/wt,connectivity,retrograde transsynaptic tracing,LGd Dorsal part of the lateral geniculate complex,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_772662889,mouse,NCBI:txid10090,422989,Scnn1a-Tg2-Cre/wt,connectivity,retrograde transsynaptic tracing,VPM Ventral posteromedial nucleus of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539062075/,,,,,,,,,,,,
AIBS_817157383,mouse,NCBI:txid10090,440948,Scnn1a-Tg2-Cre/wt,connectivity,retrograde transsynaptic tracing,VPL Ventral posterolateral nucleus of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539059482/,,,,,,,,,,,,
AIBS_475322721,mouse,NCBI:txid10090,,"Scnn1a-Tg3-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_719664855,mouse,NCBI:txid10090,400728,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_719806236,mouse,NCBI:txid10090,400727,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_719810899,mouse,NCBI:txid10090,402270,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_693745751,mouse,NCBI:txid10090,385511,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_704471848,mouse,NCBI:txid10090,392886,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_683675110,mouse,NCBI:txid10090,381381,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_666691196,mouse,NCBI:txid10090,376428,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_810584340,mouse,NCBI:txid10090,437462,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539061640/,,,,,,,,,,,,
AIBS_810584348,mouse,NCBI:txid10090,437464,Scnn1a-Tg3-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539057684/,,,,,,,,,,,,
AIBS_735000458,mouse,NCBI:txid10090,407881,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"ACAd Anterior cingulate area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_735005397,mouse,NCBI:txid10090,407883,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"ACAd Anterior cingulate area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_738794785,mouse,NCBI:txid10090,407889,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_739780167,mouse,NCBI:txid10090,407887,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_758808475,mouse,NCBI:txid10090,416330,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_758808502,mouse,NCBI:txid10090,416332,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_759508543,mouse,NCBI:txid10090,416329,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"RSPv Retrosplenial area, ventral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_759508555,mouse,NCBI:txid10090,416325,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_759719914,mouse,NCBI:txid10090,416328,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_760939574,mouse,NCBI:txid10090,418041,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_760946685,mouse,NCBI:txid10090,418044,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_760947698,mouse,NCBI:txid10090,418042,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_763870667,mouse,NCBI:txid10090,419637,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_763876270,mouse,NCBI:txid10090,419639,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_653169243,mouse,NCBI:txid10090,361483,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_653169272,mouse,NCBI:txid10090,361480,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_780677100,mouse,NCBI:txid10090,424774,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539061318/,,,,,,,,,,,,
AIBS_780704222,mouse,NCBI:txid10090,425356,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,SSs Supplemental somatosensory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539059901/,,,,,,,,,,,,
AIBS_780717156,mouse,NCBI:txid10090,424769,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539056902/,,,,,,,,,,,,
AIBS_791176887,mouse,NCBI:txid10090,423685,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,VISal Anterolateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539056969/,,,,,,,,,,,,
AIBS_791176908,mouse,NCBI:txid10090,423686,Sepw1-Cre_NP39/wt,connectivity,retrograde transsynaptic tracing,VISam Anteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539057153/,,,,,,,,,,,,
AIBS_490646990,mouse,NCBI:txid10090,,"Sim1-Cre_KJ18,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_766010716,mouse,NCBI:txid10090,420629,Sim1-Cre_KJ18/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_707303336,mouse,NCBI:txid10090,394218,Sim1-Cre_KJ18/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_705241578,mouse,NCBI:txid10090,392209,Sim1-Cre_KJ18/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_683675129,mouse,NCBI:txid10090,381895,Sim1-Cre_KJ18/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_683675138,mouse,NCBI:txid10090,381894,Sim1-Cre_KJ18/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_660776295,mouse,NCBI:txid10090,370530,Sim1-Cre_KJ18/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_681490628,mouse,NCBI:txid10090,378618,Sim1-Cre_KJ18/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
